ASSOC_ID,FEATURE,DRUG_ID,DRUG_NAME,DRUG_TARGET,N_FEATURE_neg,N_FEATURE_pos,FEATURE_pos_logIC50_MEAN,FEATURE_neg_logIC50_MEAN,FEATURE_delta_MEAN_IC50,FEATURE_IC50_effect_size,FEATURE_neg_Glass_delta,FEATURE_pos_Glass_delta,FEATURE_neg_IC50_sd,FEATURE_pos_IC50_sd,FEATURE_IC50_T_pval,ANOVA_FEATURE_pval,ANOVA_TISSUE_pval,ANOVA_MSI_pval,ANOVA_MEDIA_pval,ANOVA_FEATURE_FDR
77,FacilityInfrastructure Attack,1,nkill,Hijacking,7756,266,0.4473684210526316,3.6860495100567303,-3.238681089004099,0.2788076951988523,0.2742735136741871,1.7835868345555619,11.808216716293531,1.8158247337652729,7.885533931889412e-06,7.885533931935445e-06,,,,0.01447046681275946
78,Journalists & Media,1,nkill,Hijacking,7782,240,0.30416666666666664,3.67964533538936,-3.3754786687226934,0.2905781388970638,0.28624226148120735,3.6826205302473323,11.792384015049796,0.9165969290069617,9.383394327198261e-06,9.383394327252366e-06,,,,0.016998379723599476
79,Terrorists,3,success,Hijacking,10339,5,60.0,96.48902214914402,-36.48902214914402,1.979381631659448,1.9823860088473837,0.6661953510797272,18.406618078564723,54.772255750516614,9.744667652514358e-06,9.744667652506008e-06,,,,0.016999031349414592
80,Basse-Terre,3,success,Hijacking,10339,5,60.0,96.48902214914402,-36.48902214914402,1.979381631659448,1.9823860088473837,0.6661953510797272,18.406618078564723,54.772255750516614,9.744667652514358e-06,9.744667652530659e-06,,,,0.016999031349414592
81,Right-wing extremists,3,success,Hijacking,10339,5,60.0,96.48902214914402,-36.48902214914402,1.979381631659448,1.9823860088473837,0.6661953510797272,18.406618078564723,54.772255750516614,9.744667652514358e-06,9.744667652530659e-06,,,,0.016999031349414592
82,France,3,success,Hijacking,10277,67,86.56716417910448,96.53595407220006,-9.968789893095575,0.5407634740194466,0.5451109988076743,0.2901459817164347,18.287633004838263,34.35784233206534,1.0346570719444757e-05,1.0346570719461655e-05,,,,0.017828907837316242
83,Weapon type Unknown,5,nwound,Hijacking,7145,729,0.45816186556927296,1.2116165150454863,-0.7534546494762133,0.17027536912224242,0.16408184017920094,0.3438751842897839,4.591944170380662,2.191070143756801,1.2052207771355626e-05,1.2052207771426285e-05,,,,0.020517794675934148
84,FacilityInfrastructure Attack,4,propvalue,Hijacking,2296,203,305852.7586206897,93846.33324912892,212006.42537156076,0.3200459066953535,0.3741317741339995,0.15908218025680945,566662.4436331042,1332684.936988635,1.2884363947442949e-05,1.2884363947421027e-05,,,,0.02167334078298323
85,Patriotic Morazanista Front (FPM),3,success,Hijacking,10318,26,80.76923076923077,96.51095173483233,-15.741720965601559,0.8538969704447085,0.8578065846075388,0.3916645264256728,18.351130951977556,40.19184762342501,1.3834534878398002e-05,1.3834534878432885e-05,,,,0.02299787974497137
86,Nicaraguan Democratic Force (FDN),3,success,Hijacking,9450,894,98.99328859060402,96.23280423280423,2.760484357799797,0.149735927667496,0.14497450861341252,0.27636744869741986,19.04117064580557,9.988456928667116,1.8922303479587624e-05,1.8922303480395303e-05,,,,0.031089784671858797
87,Comayagua,5,nwound,Hijacking,7870,4,10.5,1.13710292249047,9.36289707750953,2.115775898201515,2.1179916171605337,0.830822766872119,4.420648788998426,11.269427669584644,2.3583954623326678e-05,2.358395462346952e-05,,,,0.03830359526777291
88,Cuscatlan,5,nwound,Hijacking,7734,140,2.7071428571428573,1.1135246961468839,1.5936181609959734,0.3601155896311305,0.36602067798122023,0.2159596538991251,4.353901997519765,7.379240206322767,2.4389876728599092e-05,2.4389876728747157e-05,,,,0.039162381611045155
89,Hostage Taking (Kidnapping),5,nwound,Hijacking,7570,304,0.09539473684210527,1.183883751651255,-1.0884890148091497,0.2459673989368582,0.24126094963918962,1.9518326675891648,4.511666792479288,0.5576753749867365,2.639898488078689e-05,2.6398984880956443e-05,,,,0.041912096221114
90,Left-Wing Guerrillas,5,nwound,Hijacking,7853,21,5.190476190476191,1.131032726346619,4.059443464129572,0.917314783092001,0.934859455003591,0.2322672455013293,4.342303479311742,17.47746848836824,2.7218009892518722e-05,2.7218009892684022e-05,,,,0.042732275531513916
91,Hostage Taking (Kidnapping),1,nkill,Hijacking,7714,308,0.8636363636363636,3.687062483795696,-2.8234261201593323,0.24302193754448567,0.23859361155036043,1.0026768758470368,11.83361994402514,2.8158883366829133,2.915964648115755e-05,2.9159646481330765e-05,,,,0.045277560964967434
92,Santa Ana,9,ndays,Hijacking,118,5,167.4,13.305084745762711,154.0949152542373,1.9410007242935474,2.9014716801919027,0.46856237982443955,53.10922602010215,328.8674505024783,4.209708434117163e-05,4.209708434117133e-05,,,,0.06465563062399467
93,San Salvador,5,nwound,Hijacking,6353,1521,0.7310979618671927,1.2402014796159295,-0.5091035177487369,0.11503231824512036,0.10823362740070616,0.16988121375392334,4.703746238347134,2.996820581269124,5.6366212903704956e-05,5.63662129040635e-05,,,,0.08555782993421679
94,Firearms,4,propvalue,Hijacking,1855,644,201761.85714285713,79582.0243342318,122179.83280862533,0.18433839971855456,0.2745754862847967,0.11468036737677878,444977.2063114814,1065394.5012855364,5.734928880814963e-05,5.7349288808031746e-05,,,,0.08555782993421679
95,Chalatenango,5,nwound,Hijacking,7613,261,2.2260536398467434,1.1046893471693155,1.1213642926774279,0.25337247607376395,0.2695246236748841,0.12073727995453616,4.160526327383286,9.287639187330372,5.752295713870377e-05,5.7522957139070024e-05,,,,0.08555782993421679
96,Morazan,5,nwound,Hijacking,7722,152,2.5657894736842106,1.1138306138306138,1.4519588598535969,0.3280671268072311,0.3396914511908511,0.1556998616964929,4.27434618905918,9.325370260661584,6.246821587074774e-05,6.246821587114562e-05,,,,0.09194540523534246
97,Guatemala.1,5,nwound,Hijacking,7115,759,0.5349143610013175,1.2066057624736473,-0.6716914014723298,0.15176491811501677,0.14861430111547164,0.19627978254761924,4.519695590738829,3.422112011507713,7.115874358268335e-05,7.11587435831482e-05,,,,0.10365701513710146
98,Armed Group for the Liberation of Guadeloupe (GLAG),3,success,Hijacking,10338,6,66.66666666666667,96.48868253047011,-29.822015863803443,1.6174196101952232,1.6201034776240524,0.5775008539542207,18.407475988841554,51.63977794943222,7.523048189157743e-05,7.523048189145743e-05,,,,0.10803730904417763
